,ItemID,name,description,colloq,plaintext,into,image,gold,tags,maps,stats,from,depth,inStore,effect,consumed,requiredAlly,stacks,hideFromAll,consumeOnFull,specialRecipe,requiredChampion
167,3135,Void Staff,<mainText><stats><attention>80</attention> Ability Power<br><attention>40%</attention> Magic Penetration</stats><br><br></mainText>,;,Increases magic damage,,"{'full': '3135.png', 'sprite': 'item3.png', 'group': 'item', 'x': 48, 'y': 240, 'w': 48, 'h': 48}","{'base': 1050, 'purchasable': True, 'total': 3000, 'sell': 2100}","['MagicPenetration', 'SpellDamage']","{'11': True, '12': True, '21': True, '22': False, '30': False}",{'FlatMagicDamageMod': 80},"['4630', '1026']",3.0,,,,,,,,,
168,3137,Cryptbloom,"<mainText><stats><attention>70</attention> Ability Power<br><attention>30%</attention> Magic Penetration<br><attention>15</attention> Ability Haste</stats><br><br><passive>Life from Death</passive><br>Whenever you get a takedown on an enemy champion, create a nova on their location that heals allies.</mainText>",;,Activate to remove all debuffs and grant massive Move Speed,,"{'full': '3137.png', 'sprite': 'item3.png', 'group': 'item', 'x': 96, 'y': 240, 'w': 48, 'h': 48}","{'base': 850, 'purchasable': True, 'total': 2850, 'sell': 1995}","['SpellDamage', 'MagicPenetration', 'AbilityHaste']","{'11': True, '12': True, '21': True, '22': False, '30': False}",{'FlatMagicDamageMod': 70},"['4630', '3108']",3.0,,,,,,,,,
169,3139,Mercurial Scimitar,<mainText><stats><attention>40</attention> Attack Damage<br><attention>50</attention> Magic Resist<br><attention>10%</attention> Life Steal</stats><br><br><br><br><active>ACTIVE</active> (0s)<br><active>Quicksilver</active><br>Removes all crowd control debuffs (excluding <keyword>Airborne</keyword>) and grants <speed>50% Move Speed</speed> for 1.5 seconds.</mainText>,;,Activate to remove all crowd control debuffs and grant massive Move Speed,,"{'full': '3139.png', 'sprite': 'item3.png', 'group': 'item', 'x': 144, 'y': 240, 'w': 48, 'h': 48}","{'base': 225, 'purchasable': True, 'total': 3300, 'sell': 2310}","['SpellBlock', 'Damage', 'LifeSteal', 'Active', 'NonbootsMovement', 'Tenacity']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatSpellBlockMod': 50, 'FlatPhysicalDamageMod': 40, 'PercentLifeStealMod': 0.1}","['3140', '1037', '1053']",3.0,,"{'Effect1Amount': '0.5', 'Effect2Amount': '1.5', 'Effect3Amount': '90'}",,,,,,,
170,3140,Quicksilver Sash,<mainText><stats><attention>30</attention> Magic Resist</stats><br><br><active>ACTIVE</active> (0s)<br><active>Quicksilver</active><br>Removes all crowd control debuffs (excluding <keyword>Airborne</keyword>).</mainText>,;qss,Activate to remove all crowd control debuffs,"['3139', '6035']","{'full': '3140.png', 'sprite': 'item3.png', 'group': 'item', 'x': 192, 'y': 240, 'w': 48, 'h': 48}","{'base': 850, 'purchasable': True, 'total': 1300, 'sell': 910}","['Active', 'SpellBlock']","{'11': True, '12': True, '21': True, '22': False, '30': False}",{'FlatSpellBlockMod': 30},['1033'],2.0,,,,,,,,,
171,3142,Youmuu's Ghostblade,<mainText><stats><attention>60</attention> Attack Damage<br><attention>18</attention> Lethality</stats><br><br><passive>Haunt</passive> <br>Gain <speed>Move Speed</speed> while out of combat.<br><br><br><active>ACTIVE</active> (0s)<br><active>Wraith Step</active><br>Gain <speed>Move Speed</speed> and <keyword>Ghosting</keyword>.</mainText>,;lethality,Activate to greatly increase Move Speed,['7029'],"{'full': '3142.png', 'sprite': 'item3.png', 'group': 'item', 'x': 240, 'y': 240, 'w': 48, 'h': 48}","{'base': 800, 'purchasable': True, 'total': 2700, 'sell': 1890}","['Damage', 'Active', 'NonbootsMovement', 'ArmorPenetration']","{'11': True, '12': True, '21': True, '22': False, '30': False}",{'FlatPhysicalDamageMod': 60},"['3134', '6690']",3.0,,"{'Effect1Amount': '45', 'Effect2Amount': '0', 'Effect3Amount': '0', 'Effect4Amount': '0', 'Effect5Amount': '6', 'Effect6Amount': '40'}",,,,,,,
172,3143,Randuin's Omen,<mainText><stats><attention>350</attention> Health<br><attention>75</attention> Armor</stats><br><br><passive>Critical Resilience</passive><br>Critical Strikes deal less damage to you.<br><br><active>ACTIVE</active><br><active>Humility</active><br><keyword>Slow</keyword> nearby enemies.</mainText>,;,"Greatly increases defenses, activate to slow nearby enemies",,"{'full': '3143.png', 'sprite': 'item3.png', 'group': 'item', 'x': 288, 'y': 240, 'w': 48, 'h': 48}","{'base': 800, 'purchasable': True, 'total': 2700, 'sell': 1890}","['Health', 'Armor', 'Active', 'Slow']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatHPPoolMod': 350, 'FlatArmorMod': 75}","['3082', '1011']",3.0,,,,,,,,,
173,3144,Scout's Slingshot,<mainText><stats><attention>20%</attention> Attack Speed</stats><br><br><passive>Bullseye</passive> <br>Damaging a champion deals additional magic damage. Attacks reduce this cooldown.</mainText>,;,Activate to deal magic damage and slow target champion,"['3094', '3087', '3085']","{'full': '3144.png', 'sprite': 'item3.png', 'group': 'item', 'x': 336, 'y': 240, 'w': 48, 'h': 48}","{'base': 600, 'purchasable': True, 'total': 900, 'sell': 630}",['AttackSpeed'],"{'11': True, '12': True, '21': True, '22': False, '30': False}",{'PercentAttackSpeedMod': 0.2},['1042'],2.0,,,,,,,,,
174,3145,Hextech Alternator,<mainText><stats><attention>45</attention> Ability Power</stats><br><br><passive>Revved</passive><br>Damaging a champion deals additional damage.</mainText>,;,Increases Ability Power. Deal bonus magic damage on attack periodically.,"['4646', '4636', '4628', '4645', '6655', '3100', '3152']","{'full': '3145.png', 'sprite': 'item3.png', 'group': 'item', 'x': 384, 'y': 240, 'w': 48, 'h': 48}","{'base': 300, 'purchasable': True, 'total': 1100, 'sell': 770}",['SpellDamage'],"{'11': True, '12': True, '21': True, '22': False, '30': False}",{'FlatMagicDamageMod': 45},"['1052', '1052']",2.0,,,,,,,,,
175,3146,Hextech Gunblade,"<mainText><stats><attention>80</attention> Ability Power<br><attention>40</attention> Attack Damage<br><attention>15%</attention> Omnivamp</stats><br><br><br><br><active>ACTIVE</active> (0s)<br><active>Lightning Bolt</active><br>Shocks the target enemy champion, dealing 0 magic damage and slowing them by 40% for 2 seconds.</mainText>",;,"Increases Attack Damage and Ability Power, activate to slow a target",,"{'full': '3146.png', 'sprite': 'item3.png', 'group': 'item', 'x': 432, 'y': 240, 'w': 48, 'h': 48}","{'base': 750, 'purchasable': True, 'total': 3300, 'sell': 2310}","['Damage', 'LifeSteal', 'SpellDamage', 'Active', 'SpellVamp']","{'11': False, '12': False, '21': True, '22': False, '30': False}","{'FlatMagicDamageMod': 80, 'FlatPhysicalDamageMod': 40}","['1038', '1058']",2.0,,,,,,,,,
176,3147,Haunting Guise,"<mainText><stats><attention>30</attention> Ability Power<br><attention>200</attention> Health</stats><br><br><passive>Madness</passive><br>For each second in combat with enemy champions, deal increased damage.</mainText>",;lethality,Deals additional physical damage when ambushing enemies,"['4633', '6653']","{'full': '3147.png', 'sprite': 'item3.png', 'group': 'item', 'x': 0, 'y': 288, 'w': 48, 'h': 48}","{'base': 500, 'purchasable': True, 'total': 1300, 'sell': 910}","['Health', 'SpellDamage']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatHPPoolMod': 200, 'FlatMagicDamageMod': 30}","['1052', '1028']",2.0,,,,,,,,,
177,3152,Hextech Rocketbelt,"<mainText><stats><attention>70</attention> Ability Power<br><attention>300</attention> Health<br><attention>15</attention> Ability Haste</stats><br><br><active>ACTIVE</active>}<br><active>Supersonic</active><br>Dash in target direction, unleashing an arc of magic missiles that deal magic damage.</mainText>",rocket belt;,Activate to dash forward and unleash a fiery explosion,['7011'],"{'full': '3152.png', 'sprite': 'item3.png', 'group': 'item', 'x': 48, 'y': 288, 'w': 48, 'h': 48}","{'base': 700, 'purchasable': True, 'total': 2600, 'sell': 1820}","['Health', 'SpellDamage', 'Active', 'CooldownReduction', 'NonbootsMovement', 'AbilityHaste']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatHPPoolMod': 300, 'FlatMagicDamageMod': 70}","['3145', '3067']",3.0,,,,,,,,,
178,3153,Blade of The Ruined King,<mainText><stats><attention>55</attention> Attack Damage<br><attention>30%</attention> Attack Speed<br><attention>10%</attention> Life Steal</stats><br><br><passive>Mist's Edge</passive><br>Attacks apply an additional enemy current Health physical damage <OnHit>On-Hit</OnHit>.<br><br><passive>Clawing Shadows</passive><br>Attacking a champion 3 times Slows them.</mainText>,;brk;bork;bork;bork;botrk,"Deals damage based on target's Health, can steal Move Speed",,"{'full': '3153.png', 'sprite': 'item3.png', 'group': 'item', 'x': 96, 'y': 288, 'w': 48, 'h': 48}","{'base': 725, 'purchasable': True, 'total': 3200, 'sell': 2240}","['Damage', 'AttackSpeed', 'LifeSteal', 'Slow', 'OnHit']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatPhysicalDamageMod': 55, 'PercentAttackSpeedMod': 0.3, 'PercentLifeStealMod': 0.1}","['1053', '1043', '1037']",3.0,,,,,,,,,
179,3155,Hexdrinker,<mainText><stats><attention>25</attention> Attack Damage<br><attention>30</attention> Magic Resist</stats><br><br><passive>Lifeline</passive><br>Taking magic damage while on low Health grants a magic damage Shield.</mainText>,;,Increases Attack Damage and Magic Resist,['3156'],"{'full': '3155.png', 'sprite': 'item3.png', 'group': 'item', 'x': 144, 'y': 288, 'w': 48, 'h': 48}","{'base': 150, 'purchasable': True, 'total': 1300, 'sell': 910}","['Damage', 'SpellBlock']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatSpellBlockMod': 30, 'FlatPhysicalDamageMod': 25}","['1036', '1033', '1036']",2.0,,,,,0.0,,,,
180,3156,Maw of Malmortius,"<mainText><stats><attention>70</attention> Attack Damage<br><attention>15</attention> Ability Haste<br><attention>40</attention> Magic Resist</stats><br><br><passive>Lifeline</passive><br>Upon taking magic damage that would reduce Health below 30%, gain a magic damage Shield. When <passive>Lifeline</passive> triggers, gain Omnivamp until the end of combat.</mainText>",;,Grants bonus Attack Damage when Health is low,,"{'full': '3156.png', 'sprite': 'item3.png', 'group': 'item', 'x': 192, 'y': 288, 'w': 48, 'h': 48}","{'base': 700, 'purchasable': True, 'total': 3100, 'sell': 2170}","['SpellBlock', 'Damage', 'LifeSteal', 'SpellVamp', 'AbilityHaste']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatSpellBlockMod': 40, 'FlatPhysicalDamageMod': 70}","['3155', '3133']",3.0,,,,,0.0,,,,
181,3157,Zhonya's Hourglass,<mainText><stats><attention>120</attention> Ability Power<br><attention>50</attention> Armor</stats><br><br><active>Time Stop</active><br>Enter <keyword>Stasis</keyword> for 2.5 seconds.</mainText>,;zhg;zonyas,Activate to become invincible but unable to take actions,,"{'full': '3157.png', 'sprite': 'item3.png', 'group': 'item', 'x': 240, 'y': 288, 'w': 48, 'h': 48}","{'base': 400, 'purchasable': True, 'total': 3250, 'sell': 2275}","['Armor', 'SpellDamage', 'Active']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatMagicDamageMod': 120, 'FlatArmorMod': 50}","['1058', '2420']",3.0,,"{'Effect1Amount': '0', 'Effect2Amount': '2.5', 'Effect3Amount': '120'}",,,,,,,
182,3158,Ionian Boots of Lucidity,<mainText><stats><attention>15</attention> Ability Haste<br><attention>45</attention> Move Speed</stats><br><br>Gain 12 Summoner Spell Haste.<br><br></mainText>,,Increases Move Speed and Cooldown Reduction,,"{'full': '3158.png', 'sprite': 'item3.png', 'group': 'item', 'x': 288, 'y': 288, 'w': 48, 'h': 48}","{'base': 350, 'purchasable': True, 'total': 900, 'sell': 630}","['Boots', 'CooldownReduction']","{'11': True, '12': True, '21': True, '22': False, '30': False}",{'FlatMovementSpeedMod': 45},"['1001', '2022']",2.0,,,,,,,,,
183,3161,Spear of Shojin,<mainText><stats><attention>55</attention> Attack Damage<br><attention>300</attention> Health<br><attention>20</attention> Ability Haste</stats><br><br><passive>Dragonforce</passive> <br>Your Non-Ultimate spells gain Ability Haste.<br><br><passive>Focused Will</passive> <br>Spell hits grant stacks. Your spells deal increased damage for each stack.</mainText>,;,Reduce damage taken from champions by a flat amount. Attack while near multiple enemy champions to increase this amount for a short time.,['7038'],"{'full': '3161.png', 'sprite': 'item3.png', 'group': 'item', 'x': 336, 'y': 288, 'w': 48, 'h': 48}","{'base': 325, 'purchasable': True, 'total': 3100, 'sell': 2170}","['Health', 'Damage', 'AbilityHaste']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatHPPoolMod': 300, 'FlatPhysicalDamageMod': 55}","['3067', '3133', '1037']",3.0,,,,,,,,,
184,3165,Morellonomicon,<mainText><stats><attention>90</attention> Ability Power<br><attention>15</attention> Ability Haste</stats><br><br><passive>Grievous Wounds</passive><br>Dealing magic damage applies <keyword>40% Grievous Wounds</keyword> to enemy champions for 3 seconds.</mainText>,;nmst;grievous,Increases magic damage,,"{'full': '3165.png', 'sprite': 'item3.png', 'group': 'item', 'x': 384, 'y': 288, 'w': 48, 'h': 48}","{'base': 500, 'purchasable': True, 'total': 2200, 'sell': 1540}","['SpellDamage', 'CooldownReduction', 'AbilityHaste']","{'11': True, '12': True, '21': True, '22': False, '30': False}",{'FlatMagicDamageMod': 90},"['3916', '3108']",3.0,,,,,,,,,
185,3172,Zephyr,"<mainText><stats><attention>45%</attention> Attack Speed<br><attention>45</attention> Move Speed</stats><br><br><passive>Like the Wind</passive><br>Gain <speed>5% Move Speed</speed> <OnHit>On-Hit</OnHit> for 6 seconds, stacking up to <speed>15% Move Speed</speed>.</mainText>",;,Mobility and Tenacity,,"{'full': '3172.png', 'sprite': 'item3.png', 'group': 'item', 'x': 432, 'y': 288, 'w': 48, 'h': 48}","{'base': 2000, 'purchasable': True, 'total': 3100, 'sell': 2170}","['AttackSpeed', 'NonbootsMovement']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatMovementSpeedMod': 45, 'PercentAttackSpeedMod': 0.45}",['3006'],3.0,,,,,,,,,
186,3177,Guardian's Blade,<mainText><stats><attention>30</attention> Attack Damage<br><attention>150</attention> Health<br><attention>15</attention> Ability Haste</stats><br><br><br><li><passive>Legendary:</passive> This item counts as a <rarityLegendary>Legendary</rarityLegendary> item.</mainText>,;dblade,Good starting item for attackers,,"{'full': '3177.png', 'sprite': 'item3.png', 'group': 'item', 'x': 0, 'y': 336, 'w': 48, 'h': 48}","{'base': 950, 'purchasable': True, 'total': 950, 'sell': 665}","['Health', 'Damage', 'Lane', 'AbilityHaste']","{'11': False, '12': True, '21': False, '22': False, '30': False}","{'FlatHPPoolMod': 150, 'FlatPhysicalDamageMod': 30}",,,,{'Effect1Amount': '10'},,,,,,,
187,3179,Umbral Glaive,<mainText><stats><attention>50</attention> Attack Damage<br><attention>15</attention> Lethality<br><attention>15</attention> Ability Haste</stats><br><br><passive>Blackout</passive><br>Reveal traps and disable Wards around you. Your Attacks do increased damage to Wards.</mainText>,;lethality,Provides trap and ward detection periodically,,"{'full': '3179.png', 'sprite': 'item3.png', 'group': 'item', 'x': 48, 'y': 336, 'w': 48, 'h': 48}","{'base': 500, 'purchasable': True, 'total': 2600, 'sell': 1820}","['Damage', 'Vision', 'CooldownReduction', 'ArmorPenetration', 'AbilityHaste']","{'11': True, '12': True, '21': True, '22': False, '30': False}",{'FlatPhysicalDamageMod': 50},"['3134', '3133']",3.0,,"{'Effect1Amount': '10', 'Effect2Amount': '8', 'Effect3Amount': '50'}",,,,,,,
188,3181,Hullbreaker,"<mainText><stats><attention>65</attention> Attack Damage<br><attention>350</attention> Health<br><attention>5%</attention> Move Speed</stats><br><br><passive>Skipper</passive><br>Every fifth Attack against Champions and Epic Monsters deals bonus physical damage, increased against Structures.<br><br><passive>Boarding Party</passive><br>Nearby allied Siege and Super Minions gain Armor and Magic Resist. </mainText>",,,,"{'full': '3181.png', 'sprite': 'item3.png', 'group': 'item', 'x': 96, 'y': 336, 'w': 48, 'h': 48}","{'base': 75, 'purchasable': True, 'total': 3000, 'sell': 2100}","['Health', 'Damage', 'NonbootsMovement']","{'11': True, '12': False, '21': True, '22': False, '30': False}","{'FlatHPPoolMod': 350, 'FlatPhysicalDamageMod': 65, 'PercentMovementSpeedMod': 0.05}","['2021', '6690', '1037']",3.0,,,,,,,,,
189,3184,Guardian's Hammer,<mainText><stats><attention>25</attention> Attack Damage<br><attention>150</attention> Health<br><attention>5%</attention> Life Steal</stats><br><br><br><li><passive>Legendary:</passive> This item counts as a <rarityLegendary>Legendary</rarityLegendary> item.</mainText>,;dblade,Good starting item for attackers,,"{'full': '3184.png', 'sprite': 'item3.png', 'group': 'item', 'x': 144, 'y': 336, 'w': 48, 'h': 48}","{'base': 950, 'purchasable': True, 'total': 950, 'sell': 665}","['Health', 'Damage', 'LifeSteal', 'Lane']","{'11': False, '12': True, '21': False, '22': False, '30': False}","{'FlatHPPoolMod': 150, 'FlatPhysicalDamageMod': 25, 'PercentLifeStealMod': 0.05}",,,,,,,,,,,
190,3190,Locket of the Iron Solari,"<mainText><stats><attention>200</attention> Health<br><attention>30</attention> Armor<br><attention>30</attention> Magic Resist<br><attention>10</attention> Ability Haste</stats><br><br><active>Active -</active><br><active>Devotion</active><br>Grant nearby allies a <shield>Shield</shield>, decaying over time.</mainText>",;,Activate to shield nearby allies from damage,['7019'],"{'full': '3190.png', 'sprite': 'item3.png', 'group': 'item', 'x': 192, 'y': 336, 'w': 48, 'h': 48}","{'base': 650, 'purchasable': True, 'total': 2200, 'sell': 1540}","['Health', 'SpellBlock', 'Armor', 'Aura', 'Active', 'MagicResist', 'AbilityHaste']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatSpellBlockMod': 30, 'FlatHPPoolMod': 200, 'FlatArmorMod': 30}","['3067', '1029', '1033']",3.0,,,,,,,,,
191,3193,Gargoyle Stoneplate,<mainText><stats><attention>60</attention> Armor<br><attention>60</attention> Magic Resist<br><attention>15</attention> Ability Haste</stats><br><br><br><li><passive>Fortify:</passive> Taking damage from a champion grants a stack of <scaleArmor>bonus Armor</scaleArmor> and <scaleMR>bonus Magic Resist</scaleMR>.<br><br><rules>Max 5 stacks; 1 per champion.</rules><br><br><active>Active -</active> <active>Unbreakable:</active> Gain a Shield that decays and grow in size.</mainText>,;,Greatly increases defense near multiple enemies.,,"{'full': '3193.png', 'sprite': 'item3.png', 'group': 'item', 'x': 240, 'y': 336, 'w': 48, 'h': 48}","{'base': 1250, 'purchasable': False, 'total': 3200, 'sell': 2240}","['SpellBlock', 'Armor', 'Active', 'CooldownReduction', 'AbilityHaste']","{'11': False, '12': False, '21': False, '22': False, '30': False}","{'FlatSpellBlockMod': 60, 'FlatArmorMod': 60}","['1029', '3105', '1033']",3.0,False,,,,,,,,
192,3211,Spectre's Cowl,<mainText><stats><attention>200</attention> Health<br><attention>25</attention> Magic Resist<br><attention>100%</attention> Base Health Regen</stats><br><br></mainText>,;hat,Improves defense and grants regeneration upon being damaged,"['2504', '3065', '6664']","{'full': '3211.png', 'sprite': 'item3.png', 'group': 'item', 'x': 288, 'y': 336, 'w': 48, 'h': 48}","{'base': 100, 'purchasable': True, 'total': 1250, 'sell': 875}","['Health', 'HealthRegen', 'SpellBlock']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatSpellBlockMod': 25, 'FlatHPPoolMod': 200}","['1028', '1033', '1006']",2.0,,,,,,,,,
193,3222,Mikael's Blessing,<mainText><stats><attention>250</attention> Health<br><attention>100%</attention> Base Mana Regen<br><attention>12%</attention> Heal and Shield Power<br><attention>15</attention> Ability Haste</stats><br><br><active>ACTIVE</active><br><active>Purify</active> (0s)<br>Remove all crowd control debuffs from an ally champion and restore Health.</mainText>,;,Activate to remove all disabling effects from an allied champion,,"{'full': '3222.png', 'sprite': 'item3.png', 'group': 'item', 'x': 336, 'y': 336, 'w': 48, 'h': 48}","{'base': 700, 'purchasable': True, 'total': 2300, 'sell': 1610}","['Health', 'ManaRegen', 'Active', 'CooldownReduction', 'Tenacity', 'AbilityHaste']","{'11': True, '12': True, '21': True, '22': False, '30': False}",{'FlatHPPoolMod': 250},"['3067', '3114']",3.0,,,,,,,,,
194,3302,Terminus,<mainText><stats><attention>35</attention> Attack Damage<br><attention>35%</attention> Attack Speed</stats><br><br><passive>Shadow</passive><br>Attacks apply magic damage <OnHit>On-Hit</OnHit>.<br><br><passive>Juxtaposition</passive><br>Alternate between <keywordMajor>Light</keywordMajor> and <keywordMajor>Dark</keywordMajor> on-hits when attacking champions: <li><keywordMajor>Light</keywordMajor> attacks grant <scaleArmor>Armor</scaleArmor> and <scaleMR>Magic Resist</scaleMR>.<li><keywordMajor>Dark</keywordMajor> attacks grant <scaleArmor>Armor Penetration</scaleArmor> and <scaleMR>Magic Penetration</scaleMR>.</mainText>,;,Kill minions periodically to heal and grant gold to a nearby ally,,"{'full': '3302.png', 'sprite': 'item3.png', 'group': 'item', 'x': 384, 'y': 336, 'w': 48, 'h': 48}","{'base': 1000, 'purchasable': True, 'total': 3000, 'sell': 2100}","['Damage', 'AttackSpeed', 'OnHit', 'MagicPenetration', 'ArmorPenetration']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatPhysicalDamageMod': 35, 'PercentAttackSpeedMod': 0.35}","['3051', '1043']",3.0,,,,,,,,,
195,3330,Scarecrow Effigy,"<mainText><stats></stats><br><br><br><active>Active - Trinket:</active> Places an effigy that appears exactly as Fiddlesticks does to enemies. Stores up to a maximum of 2 charges.<br><br>Enemy champions approaching an effigy will activate it, causing the effigy to fake a random action, after which the effigy will fall apart.</mainText>",yellow; totem; trinket,Periodically place a Stealth Ward,,"{'full': '3330.png', 'sprite': 'item3.png', 'group': 'item', 'x': 432, 'y': 336, 'w': 48, 'h': 48}","{'base': 0, 'purchasable': True, 'total': 0, 'sell': 0}","['Active', 'Jungle', 'Lane', 'Trinket', 'Vision']","{'11': True, '12': True, '21': True, '22': False, '30': True}",{},,,,"{'Effect1Amount': '90', 'Effect2Amount': '240', 'Effect3Amount': '120', 'Effect4Amount': '120', 'Effect5Amount': '2', 'Effect6Amount': '9', 'Effect7Amount': '30', 'Effect8Amount': '120'}",,,,,,,FiddleSticks
196,3340,Stealth Ward,<mainText><stats></stats><br><br><active>Active - Trinket:</active> Places a Stealth Ward on the ground that is <keywordStealth>Invisible</keywordStealth> to enemies but grants your team vision of the surrounding area. Stores up to 2 Stealth Wards.</mainText>,yellow; totem; trinket,Periodically place a Stealth Ward,,"{'full': '3340.png', 'sprite': 'item3.png', 'group': 'item', 'x': 0, 'y': 384, 'w': 48, 'h': 48}","{'base': 0, 'purchasable': True, 'total': 0, 'sell': 0}","['Active', 'Jungle', 'Lane', 'Trinket', 'Vision']","{'11': True, '12': False, '21': True, '22': False, '30': False}",{},,,,"{'Effect1Amount': '90', 'Effect2Amount': '210', 'Effect3Amount': '120', 'Effect4Amount': '120', 'Effect5Amount': '2', 'Effect6Amount': '9', 'Effect7Amount': '30', 'Effect8Amount': '120'}",,,,,,,
197,3348,Arcane Sweeper,"<mainText><stats></stats><br><br><mainText><active>UNIQUE Active - Hunter's Sight:</active> An arcane mist grants vision in the target area for 5 seconds, revealing enemy champions and granting <font color='#ee91d7'>True Sight</font> of traps in the area for 3 seconds (30 second cooldown).</mainText></mainText>",;,Activate to reveal a nearby area of the map,,"{'full': '3348.png', 'sprite': 'item3.png', 'group': 'item', 'x': 48, 'y': 384, 'w': 48, 'h': 48}","{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['Active', 'Jungle', 'Lane', 'Trinket', 'Vision']","{'11': False, '12': False, '21': False, '22': False, '30': True}",{},,,False,,,,,,,,
198,3349,Lucent Singularity,<mainText><stats></stats><br><br>Lucent Singularity</mainText>,,"Lux creates a light zone that <status>Slows</status> by @Slow@ and reveals the area. After 5 seconds or on <recast>Recasting</recast> this Ability, it detonates, dealing <magicDamage>@TotalDamage@ magic damage</magicDamage> and <status>Slowing</status> for an additional @SlowLingerDuration@ second.",,"{'full': '3349.png', 'sprite': 'item3.png', 'group': 'item', 'x': 96, 'y': 384, 'w': 48, 'h': 48}","{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['Active', 'Jungle', 'Lane', 'Trinket', 'Vision']","{'11': False, '12': False, '21': False, '22': False, '30': False}",{},,,False,,,,,,,,
199,3363,Farsight Alteration,<mainText><stats></stats><br><br><active>Active - Trinket:</active> Places a visible and fragile Ward up to 4000 units away.</mainText>,blue; totem; trinket,Grants increased range and reveals the targetted area,,"{'full': '3363.png', 'sprite': 'item3.png', 'group': 'item', 'x': 144, 'y': 384, 'w': 48, 'h': 48}","{'base': 0, 'purchasable': True, 'total': 0, 'sell': 0}","['Active', 'Trinket', 'Vision']","{'11': True, '12': True, '21': True, '22': False, '30': False}",{},,,,"{'Effect1Amount': '4000', 'Effect2Amount': '2', 'Effect3Amount': '5', 'Effect4Amount': '198', 'Effect5Amount': '60', 'Effect6Amount': '9', 'Effect7Amount': '30', 'Effect8Amount': '120', 'Effect9Amount': '6.5', 'Effect10Amount': '198', 'Effect11Amount': '99', 'Effect12Amount': '60', 'Effect13Amount': '180', 'Effect14Amount': '10', 'Effect15Amount': '45'}",,,,,,,
200,3364,Oracle Lens,"<mainText><stats></stats><br><br><active>Active - Trinket:</active> Scans around you, warning against hidden enemy units, revealing invisible traps and revealing (and temporarily disabling) enemy Stealth Wards. Has 2 recharges.</mainText>",red; lens; trinket,Disables nearby invisible wards and traps for a duration,,"{'full': '3364.png', 'sprite': 'item3.png', 'group': 'item', 'x': 192, 'y': 384, 'w': 48, 'h': 48}","{'base': 0, 'purchasable': True, 'total': 0, 'sell': 0}","['Active', 'Trinket', 'Vision']","{'11': True, '12': False, '21': True, '22': False, '30': False}",{},,,,"{'Effect1Amount': '6', 'Effect2Amount': '10', 'Effect3Amount': '120', 'Effect4Amount': '60', 'Effect5Amount': '0', 'Effect6Amount': '1', 'Effect7Amount': '30', 'Effect8Amount': '120', 'Effect9Amount': '60'}",,,,,,,
201,3400,Your Cut,"<mainText><stats></stats><br><br><active>Active - Consume:</active> Gain 0 gold.<br><br><rules>Bonus gold given to an ally when Pyke executes an enemy champion using his Ultimate Ability. If no ally was involved in the kill, Pyke gets to keep the Cut!</rules></mainText>",,,,"{'full': '3400.png', 'sprite': 'item3.png', 'group': 'item', 'x': 240, 'y': 384, 'w': 48, 'h': 48}","{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['Consumable', 'GoldPer']","{'11': True, '12': True, '21': True, '22': False, '30': True}",{},,,False,,True,,,True,,,
202,3430,Rite Of Ruin,"<mainText><stats><attention>50</attention> Ability Power<br><attention>15</attention> Ability Haste<br><attention>25%</attention> Critical Strike Chance</stats><br><br><passive>Wrath and Ruin</passive><br>On spell cast, gain 2.5% critical chance for 6 seconds, stacking up to 20%.<br><br><passive>Salvage the Wreckage</passive><br>Your spells have a chance equal to your crit chance to grant you or your targeted ally a shield for 0 for 3s.<br></mainText>",,,,"{'full': '3430.png', 'sprite': 'item3.png', 'group': 'item', 'x': 288, 'y': 384, 'w': 48, 'h': 48}","{'base': 2500, 'purchasable': True, 'total': 2500, 'sell': 1250}","['CriticalStrike', 'SpellDamage', 'CooldownReduction']","{'11': False, '12': False, '21': False, '22': False, '30': True}","{'FlatMagicDamageMod': 50, 'FlatCritChanceMod': 0.25}",,,,,,,,,,,
